time,S1,S2,S3,S4,S5,S6,S7,S8,S9,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9,Sx1,Sx2,Sx3,Sx4,Sx5,Sx6,Sx7,Sx8,Sx9,E1,E2,E3,E4,E5,E6,E7,E8,E9,Ev1,Ev2,Ev3,Ev4,Ev5,Ev6,Ev7,Ev8,Ev9,Ex1,Ex2,Ex3,Ex4,Ex5,Ex6,Ex7,Ex8,Ex9,I1,I2,I3,I4,I5,I6,I7,I8,I9,Iv1,Iv2,Iv3,Iv4,Iv5,Iv6,Iv7,Iv8,Iv9,Ix1,Ix2,Ix3,Ix4,Ix5,Ix6,Ix7,Ix8,Ix9,R1,R2,R3,R4,R5,R6,R7,R8,R9,Rv1,Rv2,Rv3,Rv4,Rv5,Rv6,Rv7,Rv8,Rv9,Rx1,Rx2,Rx3,Rx4,Rx5,Rx6,Rx7,Rx8,Rx9,D1,D2,D3,D4,D5,D6,D7,D8,D9
219,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.8816864617791e-16,1.49269159780992e-16,2.17677162445576e-16,1.6497353460358e-16,1.48872698032277e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.95650263763409e-16,2.13247442795132e-16,1.57219815290637e-16,1.52858098890337e-16,1.73087817358788e-16,2.16932717142578e-16,2.05126404957151e-16,1.75007389785246e-16,2.09308095361748e-16,1.77797320202858e-13,9.84611760403539e-13,2.9479225712655e-12,3.75016299803169e-12,1.13392023077122e-11,8.33077292711176e-12,1.02818943420602e-11,1.18160235964701e-11,1.16878411850682e-11,1.80564536995252e-13,1.01559246825677e-12,2.9674907294279e-12,3.72830180386177e-12,2.58077140285344e-13,1.87658074528692e-13,2.23919715850546e-13,2.96383968320434e-13,2.88272639422214e-13,1.90604198605212e-14,1.12289046311046e-13,3.11587047173583e-13,3.8355917976039e-13,1.41249019583749e-14,1.01435743416866e-14,1.18695562363952e-14,2.126736845064e-14,1.91240015430901e-14,0.00223976288991196,0.0125187786774665,0.0374529573502714,0.0476792909645233,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
220,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88246408568054e-16,1.49309188966695e-16,2.17690176737581e-16,1.65756312817449e-16,1.4977839831988e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.95726087475741e-16,2.15492984888454e-16,1.58155333386109e-16,1.53222400472991e-16,1.74266177787049e-16,2.17539378575465e-16,2.05323685269979e-16,1.86874797983483e-16,2.17681629438945e-16,1.48164433492017e-13,8.20509800352729e-13,2.45660214293457e-12,3.12513583161537e-12,9.44933525653753e-12,6.94231077202982e-12,8.56824528542355e-12,9.84668632980634e-12,9.73986765393842e-12,1.50470447486018e-13,8.46327056855844e-13,2.47290894122394e-12,3.10691817017204e-12,2.15064283567304e-13,1.56381728779704e-13,1.86599763203048e-13,2.4698664026324e-13,2.40227199521428e-13,1.5883683216447e-14,9.35742052544794e-14,2.59655872648995e-13,3.19632649800691e-13,1.17707516319943e-14,8.45297861757398e-15,9.89129686332307e-15,1.77228070418754e-14,1.59366679529787e-14,0.00223976288994131,0.0125187786776305,0.0374529573507622,0.0476792909651481,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
221,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88311210584153e-16,1.49342546634383e-16,2.17701021985557e-16,1.66408628101248e-16,1.50533149446489e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.95789273919815e-16,2.17364270488461e-16,1.58934932036094e-16,1.53525985231779e-16,1.75248145179052e-16,2.18044929965603e-16,2.05488085600992e-16,1.96764306415693e-16,1.68448962532112e-16,1.23470361234711e-13,6.83758166974312e-13,2.04716845262324e-12,2.60427985961473e-12,7.87444604720683e-12,5.78525897622209e-12,7.1402044048308e-12,8.20557194101745e-12,8.11655637804446e-12,1.25392039563327e-13,7.05272547359206e-13,2.06075745104831e-12,2.58909847538273e-12,1.79220236302907e-13,1.30318107321249e-13,1.55499802664423e-13,2.0582220021621e-13,2.00189332936953e-13,1.32364026798275e-14,7.79785043747945e-14,2.16379893877781e-13,2.66360541500881e-13,9.80895969334133e-15,7.04414884756312e-15,8.24274738581953e-15,1.47690058679504e-14,1.33273988113243e-14,0.00223976288996577,0.0125187786777672,0.0374529573511712,0.0476792909656688,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
222,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88365212272757e-16,1.49370344695326e-16,2.1771005969383e-16,1.66952224208062e-16,1.51162109029345e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.95841929295875e-16,2.18923675337888e-16,1.59584597660826e-16,1.537789725681e-16,1.76066451468154e-16,2.1846622285943e-16,2.05625085901468e-16,2.05005564003524e-16,1.54572095566833e-16,1.02891967688394e-13,5.69798472490014e-13,1.7059737106675e-12,2.17023321629164e-12,6.56203837274922e-12,4.82104914646055e-12,5.95017033761831e-12,6.83797661710801e-12,6.76379698150576e-12,1.04493366295811e-13,5.87727122782118e-13,1.71729787589722e-12,2.15758206301841e-12,1.49350196916439e-13,1.08598422771731e-13,1.29583168883033e-13,1.71518500177545e-13,1.66824444116152e-13,1.10303355660687e-14,6.49820869757135e-14,1.80316578234499e-13,2.21967117917656e-13,8.17413307779505e-15,5.87012403928994e-15,6.86895615461375e-15,1.23075048897261e-14,1.11225755354359e-14,0.00223976288998615,0.0125187786778812,0.0374529573515121,0.0476792909661027,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
223,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88410213679926e-16,1.4939350974611e-16,2.1771759111739e-16,1.67405220963733e-16,1.51686242015057e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.95885808775925e-16,2.20223179379094e-16,1.60125985681429e-16,1.53989795348366e-16,1.76748373375729e-16,2.18817300270946e-16,2.05739252818531e-16,2.1187327865988e-16,1.5941789883855e-16,8.57433064009973e-14,4.74832060417863e-13,1.42164475901303e-12,1.80852768019807e-12,5.4683653106884e-12,4.0175409550578e-12,4.95847528156468e-12,5.69831384725123e-12,5.63649748442316e-12,8.70778052407074e-14,4.89772602304081e-13,1.43108156326738e-12,1.79798505268157e-12,1.24458497428158e-13,9.04986856464623e-14,1.07985974065872e-13,1.42932083479095e-13,1.39020370098481e-13,9.19194630467881e-15,5.4151739143693e-14,1.50263815197929e-13,1.84972598264925e-13,6.81177756483805e-15,4.89177003245329e-15,5.72413012864824e-15,1.02562540745779e-14,9.26881294641885e-15,0.00223976289000314,0.0125187786779761,0.0374529573517961,0.0476792909664643,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
224,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88447714852566e-16,1.49412813955097e-16,2.1772386730369e-16,1.67782718260119e-16,1.52123019503151e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.959223750093e-16,2.21306099413456e-16,1.60577142365256e-16,1.54165480998587e-16,1.77316641632032e-16,2.19109864780536e-16,2.05834391916083e-16,2.17596374206679e-16,1.6345606823164e-16,7.1452755329166e-14,3.95693383689483e-13,1.18470396594706e-12,1.50710640012759e-12,4.5569710922937e-12,3.34795079560984e-12,4.13206273481731e-12,4.74859487242704e-12,4.69708123688183e-12,7.25648376957548e-14,4.08143835241443e-13,1.19256796940589e-12,1.49832087737316e-12,1.03715414521625e-13,7.54155713748461e-14,8.99883117187918e-14,1.19110069564086e-13,1.15850308416807e-13,7.65995525358361e-15,4.51264492841317e-14,1.25219846000368e-13,1.54143831887614e-13,5.67648130403907e-15,4.07647502680414e-15,4.77010844037641e-15,8.54687839532011e-15,7.72401078887802e-15,0.00223976289001729,0.0125187786780552,0.0374529573520328,0.0476792909667656,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
225,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88478966066517e-16,1.49428900916938e-16,2.17729097496994e-16,1.68097302123961e-16,1.52487002821502e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.95952847114083e-16,1.6725802925275e-16,1.60953109171737e-16,1.54311886815205e-16,1.77790202099912e-16,2.19353670372636e-16,2.05913675074224e-16,1.66959456486996e-16,1.66821228606944e-16,5.95439627701397e-14,3.29744486414512e-13,9.87253305041613e-13,1.2559220000751e-12,3.79747591028923e-12,2.78995899611515e-12,3.44338561249783e-12,3.95716239345394e-12,3.91423436395363e-12,6.04706980757667e-14,3.40119862691237e-13,9.93806641185249e-13,1.24860073125973e-12,8.64295120998204e-14,6.2846309481367e-14,7.49902597633529e-14,9.92583913018824e-14,9.65419236818445e-14,6.38329604439017e-15,3.76511664936886e-14,1.04349871668719e-13,1.28453193239826e-13,4.73040108670536e-15,3.39706252213655e-15,3.97509036684385e-15,7.16857050111739e-15,6.43667565756138e-15,0.00223976289002909,0.0125187786781211,0.03745295735223,0.0476792909670167,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
226,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88505008827758e-16,1.49442306760872e-16,2.17733456004745e-16,1.683594563189e-16,1.52790322981473e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.95978240620081e-16,1.48759678995441e-16,1.61266415860922e-16,1.54433892050601e-16,1.78184837079997e-16,2.1955684234196e-16,2.05979744574761e-16,1.51523851561311e-16,1.69625535650442e-16,4.96199689716453e-14,2.74787072017601e-13,8.22711087606116e-13,1.04660166670322e-12,3.16456325861142e-12,2.3249658299073e-12,2.86948801053991e-12,3.29763532768223e-12,3.26186196986589e-12,5.03922483931148e-14,2.8343321890106e-13,8.28172200999103e-13,1.0405006094793e-12,7.20245934152391e-14,5.23719245697463e-14,6.2491883134205e-14,8.27153260836334e-14,8.04516030691803e-14,5.31941337010612e-15,3.13920140652776e-14,8.6958226392053e-14,1.07044327699978e-13,3.94200090559292e-15,2.83088543494694e-15,3.31257530558946e-15,5.98998377315562e-15,5.36389638143702e-15,0.00223976289003892,0.0125187786781761,0.0374529573523944,0.0476792909672259,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
227,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.8852671112879e-16,1.49453478297483e-16,2.17737088094538e-16,1.68577918148021e-16,1.53043089781454e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.95999401875079e-16,1.49386375853625e-16,1.6152750476857e-16,1.54535563080092e-16,1.78513699563394e-16,2.19726152316389e-16,2.06034802491875e-16,1.54835869775424e-16,1.71962458186739e-16,4.13499741401451e-14,2.28989226685924e-13,6.8559257306463e-13,8.72168055564334e-13,2.63713604887374e-12,1.93747152476554e-12,2.39124000888747e-12,2.74802943957182e-12,2.71821830814202e-12,4.19935403247978e-14,2.36194349077296e-13,6.90143500842083e-13,8.67083841312915e-13,6.00204945116343e-14,4.36432704764056e-14,5.20765692769021e-14,6.89294384019706e-14,6.70430025584641e-14,4.43284447490591e-15,2.61600117197678e-14,7.2465188661256e-14,8.92036064167504e-14,3.28500075466503e-15,2.35907119565007e-15,2.76047942122977e-15,4.99165314421119e-15,4.46991365131073e-15,0.00223976289004711,0.0125187786782219,0.0374529573525313,0.0476792909674003,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
228,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88544796379648e-16,1.49462787911324e-16,2.17740114836032e-16,1.68759969672296e-16,1.53253728781446e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96017036254246e-16,1.49908623235432e-16,1.61745078858268e-16,1.54620288937998e-16,1.78787751632885e-16,2.19867243961737e-16,2.06080684089468e-16,1.57595884953908e-16,1.73909893633718e-16,3.44583117810438e-14,1.90824355575428e-13,5.71327144270135e-13,7.26806712952207e-13,2.19761337408719e-12,1.61455960384028e-12,1.99270000749307e-12,2.29002453284037e-12,2.26518192338539e-12,3.4994616935e-14,1.96828624225313e-13,5.75119584042983e-13,7.22569867827564e-13,5.00170787588078e-14,3.63693920650189e-14,4.339714106275e-14,5.74411986674279e-14,5.58691687993982e-14,3.69403706226949e-15,2.18000097653721e-14,6.03876572187232e-14,7.43363386807106e-14,2.73750062889107e-15,1.96589266292585e-15,2.30039951761248e-15,4.15971095343072e-15,3.72492804285329e-15,0.00223976289005393,0.01251877867826,0.0374529573526455,0.0476792909675456,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
229,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.8855986742203e-16,1.49470545922859e-16,2.1774263712061e-16,1.68911679275856e-16,1.53429261281437e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96031731570218e-16,1.50343829386934e-16,1.61926390599682e-16,1.54690893819585e-16,1.79016128357458e-16,2.1998482033286e-16,2.06118918754129e-16,1.59895897602612e-16,1.75532756506185e-16,2.87152598155277e-14,1.59020296316044e-13,4.76105953599788e-13,6.05672260778447e-13,1.83134447842744e-12,1.34546633642439e-12,1.66058333964992e-12,1.90835377725352e-12,1.88765160276591e-12,2.91621807772237e-14,1.64023853516288e-13,4.79266320042413e-13,6.02141556578638e-13,4.16808989649337e-14,3.0307826721972e-14,3.61642842178458e-14,4.78676655554557e-14,4.65576406667303e-14,3.07836421843115e-15,1.81666748035592e-14,5.03230476831109e-14,6.19469489006632e-14,2.28125052407886e-15,1.63824388567498e-15,1.91699959794458e-15,3.4664257944601e-15,3.10410670245637e-15,0.00223976289005962,0.0125187786782918,0.0374529573527406,0.0476792909676667,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
230,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88572426624015e-16,1.49477010932471e-16,2.17744739024425e-16,1.69038103945487e-16,1.53575538364762e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96043977666861e-16,1.50706501179848e-16,1.62077483717526e-16,1.54749731220907e-16,1.79206442294601e-16,2.20082800642128e-16,2.0615078097468e-16,1.61812574809838e-16,1.76885142233229e-16,2.39293831779325e-14,1.32516913599359e-13,3.96754961367608e-13,5.0472688396949e-13,1.52612039870741e-12,1.12122194692935e-12,1.38381944976858e-12,1.59029481428338e-12,1.57304300225889e-12,2.4301817312734e-14,1.36686544592902e-13,3.9938860004084e-13,5.01784630528588e-13,3.47340824701618e-14,2.52565222692458e-14,3.01369035139444e-14,3.98897212956013e-14,3.87980338894129e-14,2.56530351525367e-15,1.51388956688681e-14,4.19358730699604e-14,5.16224574172785e-14,1.90104210340151e-15,1.36520323798202e-15,1.59749966489896e-15,2.88868816199549e-15,2.58675558544583e-15,0.00223976289006436,0.0125187786783183,0.0374529573528199,0.0476792909677676,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
231,0,0,0,0,0.0206737850083962,0.0103502945722801,0.00305661149657526,0.253030005964383,0.282216258718625,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143812704881,0.707254705383035,0.249057290333044,0.0887817687136712,0.313277020746898,0.156863658024621,0.0463343891829569,3.83609344682973,2.60919366904792,0,0,0,0,1.88582892625669e-16,1.49482398440481e-16,2.17746490610937e-16,1.69143457836845e-16,1.53697435934198e-16,1.60723932367799e-16,1.88509997162653e-16,1.94321109097119e-16,1.59859569482174e-16,2.05496824917104e-16,2.07015103953491e-16,1.62143478692503e-16,2.07620535303e-16,2.16552791521908e-16,1.96054182747397e-16,1.51008727673941e-16,1.62203394649061e-16,1.54798762388675e-16,1.79365037242218e-16,2.2016445089985e-16,2.06177332825138e-16,1.63409805815836e-16,1.78012130339088e-16,1.99411526468821e-14,1.10430761335013e-13,3.30629134501717e-13,4.20605736630784e-13,1.27176699893774e-12,9.34351622365307e-13,1.1531828748574e-12,1.3252456784907e-12,1.31086916851071e-12,2.0251514425929e-14,1.13905453824081e-13,3.32823833371946e-13,4.18153858812482e-13,2.89450687246213e-14,2.1047101891818e-14,2.51140862608478e-14,3.32414344124913e-14,3.23316949082365e-14,2.13775292929004e-15,1.26157463900863e-14,3.4946560892218e-14,4.30187145144481e-14,1.58420175283665e-15,1.13766936491796e-15,1.33124972070342e-15,2.40724013495075e-15,2.15562965459279e-15,0.00223976289006831,0.0125187786783404,0.0374529573528859,0.0476792909678517,23516.1631844496,17413.9705391535,22367.4595540143,21425.9624116012,36437.764171538,230753.620180726,1234778.57798958,3876192.43292335,5053328.51338738,7002822.96922912,5187332.48075511,6668398.90219893,6373739.92970738,6662284.55833058,7779.18425509496,43389.8844241019,129529.593192821,164687.143438801,173.426810778258,125.789307387121,150.589449803102,188.657371983483,192.874397213906,2295.23452532922,408.642196674293,4297.92739625674,1876.16276632929,8479.47287606757,21123.7317942267,9081.81482736001,304553.148280358,1021.31889265144
