time,S1,S2,S3,S4,S5,S6,S7,S8,S9,Sv1,Sv2,Sv3,Sv4,Sv5,Sv6,Sv7,Sv8,Sv9,Sx1,Sx2,Sx3,Sx4,Sx5,Sx6,Sx7,Sx8,Sx9,E1,E2,E3,E4,E5,E6,E7,E8,E9,Ev1,Ev2,Ev3,Ev4,Ev5,Ev6,Ev7,Ev8,Ev9,Ex1,Ex2,Ex3,Ex4,Ex5,Ex6,Ex7,Ex8,Ex9,I1,I2,I3,I4,I5,I6,I7,I8,I9,Iv1,Iv2,Iv3,Iv4,Iv5,Iv6,Iv7,Iv8,Iv9,Ix1,Ix2,Ix3,Ix4,Ix5,Ix6,Ix7,Ix8,Ix9,R1,R2,R3,R4,R5,R6,R7,R8,R9,Rv1,Rv2,Rv3,Rv4,Rv5,Rv6,Rv7,Rv8,Rv9,Rx1,Rx2,Rx3,Rx4,Rx5,Rx6,Rx7,Rx8,Rx9,D1,D2,D3,D4,D5,D6,D7,D8,D9
90,0,0,0,0,0.0206738334812673,0.0103503605858097,0.003056650201966,0.253033964535819,0.216065230719213,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394878396243,3.86039013184171,1.18457884288451,88.2131018032241,60.6556424613039,0.0206144162686396,0.707255741866632,0.249057722145265,0.0887819368664952,0.313277564019254,0.156863935667502,0.0463344786081237,3.836098744535,2.6125051079427,0,0,0,0,7.14625635662022e-08,4.05335109022097e-08,2.43158491156894e-08,5.61910866040454e-07,8.07124055745121e-07,1.54749634412049e-07,9.01323341377757e-07,2.5357732027944e-06,3.12910636204132e-06,5.23710968210849e-06,3.77520463477241e-06,4.43536340484207e-06,7.39442204015847e-06,6.66323268942542e-06,6.54914296796024e-08,1.63367066288326e-06,8.59222386218067e-07,5.07944868719392e-07,1.08289630236581e-06,6.14301887729337e-07,3.68593759915548e-07,8.51879933080376e-06,6.07471311237458e-06,0.0136793634836705,0.07575402225905,0.226807155102847,0.288529898524343,0.87241325227035,0.640950966496315,0.791067685416045,0.909079823734105,0.899203974305251,0.0138918807354846,0.078135361727272,0.228306350845163,0.286840120178616,0.0198428373762619,0.0144285925633412,0.0172168389182667,0.0227846935405941,0.0221669316843778,0.00146466445240548,0.00857981702761723,0.0239464734872462,0.0294989427284815,0.00105477319508811,0.000764766155959032,0.000907901299193831,0.00130343110087733,0.0012404154265991,0.00299969774897446,0.0167663069996583,0.0501604667003219,0.0638565191088602,23515.3061315475,17413.412156175,22366.9088301274,21425.399254144,27895.7229483593,230753.592112164,1234778.41990095,3876191.96558759,5053327.92204381,7002822.93509607,5187332.38640379,6668398.64572947,6373739.60335152,6670825.67831479,7779.1828042901,43389.8758443578,129529.569270724,164687.113949786,173.425755651574,125.788544821481,150.588542673428,188.656114441419,192.873147185421,2295.23424859731,408.642144746857,4297.92688279759,1876.16254892253,8479.47179932656,21123.7291420401,9081.81373049704,304553.105860962,1021.31875200845
91,0,0,0,0,0.0206738243378718,0.0103503472709415,0.0030566422581781,0.253033144907185,0.0339295885680538,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394878646779,3.86039014130915,1.18457884939667,88.2131025196538,60.8286713126927,0.0206144099247072,0.707255553988652,0.249057643872894,0.0887819063862985,0.313277465560937,0.15686388540806,0.0463344624448748,3.83609778935247,2.62161118568002,0,0,0,0,5.67077950565526e-08,3.18760955871221e-08,1.83440597270162e-08,4.58014622954531e-07,9.85227194726414e-08,1.10884200881278e-07,6.45833632008467e-07,1.81698125670094e-06,2.24212780692979e-06,3.75259512046557e-06,2.70508266330721e-06,3.17811240315279e-06,5.29839542710786e-06,5.23761014232854e-06,5.22920511079321e-08,1.32947183405281e-06,6.81859138822875e-07,3.89738630505384e-07,8.59312434048405e-07,4.8309569471864e-07,2.7807053450036e-07,6.9437104109482e-06,4.97242549565545e-06,0.0111997540878524,0.0620223610170055,0.185694631592294,0.236229113607744,0.714274034947184,0.524768083248992,0.647673675840971,0.744294321670586,0.736208512916684,0.0113737886322222,0.0639722738541461,0.186922721326634,0.234846434793311,0.016247335071892,0.0118141375966458,0.014097137147359,0.0186564826316509,0.018150678588976,0.00119918760098899,0.00702502867193648,0.0196060125042332,0.0241519088295965,0.000863869095018652,0.000626303984462364,0.000743425820172517,0.00106948231504308,0.0010172318849324,0.0024559772429084,0.0137272725069899,0.0410684592311918,0.0522819866755987,23515.4610804814,17413.5111031563,22367.0018693143,21425.4926935002,4380.74124987244,230753.597605998,1234778.45082607,3876192.05708805,5053328.03787621,7002822.94168841,5187332.40577504,6668398.69900666,6373739.67114984,6694340.82700165,7779.18306725615,43389.8773991412,129529.573606788,164687.119295046,173.425946647358,125.78868290521,150.588707032846,188.656340207001,192.873372174882,2295.23429875913,408.642154159374,4297.92697586986,1876.16258833087,8479.47199450226,21123.7296227895,9081.81392932045,304553.113550012,1021.31877750185
92,0,0,0,0,0.0206738168518581,0.0103503363695896,0.0030566357543165,0.253032473848447,-0.148200419981099,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394878851902,3.86039014906047,1.18457885472841,88.2131031062202,61.0016948208144,0.0206144047307131,0.707255400166531,0.249057579788635,0.088781881431123,0.313277384949754,0.156863844258941,0.0463344492114734,3.83609700731176,2.63071710778644,0,0,0,0,4.51381245260648e-08,2.51593528328564e-08,1.38981503764847e-08,3.73530088449281e-07,-4.30335557244954e-07,7.94530092306973e-08,4.6276588655226e-07,1.30194046954654e-06,1.60657514708639e-06,2.68888599839116e-06,1.93830102039837e-06,2.27724594341957e-06,3.79651511929305e-06,4.11296014964483e-06,4.18617423288043e-08,1.08270214845739e-06,5.42773386344426e-07,3.00367173308498e-07,6.83993367765132e-07,3.81300922356927e-07,2.10677095510402e-07,5.66290023034519e-06,4.07095659484774e-06,0.009169618346533,0.0507798095400756,0.152034489984762,0.193408783543941,0.584800381757208,0.429645428080315,0.530272399545551,0.609379117680873,0.602758867200191,0.00931213465694107,0.0523764342824401,0.153040432892056,0.192277310352607,0.0133032027396923,0.00967332605765229,0.0115426160355657,0.0152760484447903,0.0148620423571951,0.000981829650042897,0.00575199095112715,0.0160522905261636,0.0197740896836571,0.000707510086933535,0.000512905716180507,0.000608740911436177,0.000877512587508956,0.0008342027046895,0.00201078733977383,0.01123895827878,0.0336240647687378,0.0428049393409786,23515.5879421181,17413.5921140661,22367.0780430055,21425.5691947181,-19134.4249446495,230753.602104012,1234778.47614566,3876192.132003,5053328.13271265,7002822.94708603,5187332.42163523,6668398.74262707,6373739.72665942,6717856.12991523,7779.18328255803,43389.8786721725,129529.577156904,164687.123671406,173.426103073632,125.788795987889,150.588841615988,188.656525449041,192.873556682165,2295.23433982832,408.642161865742,4297.92705207127,1876.16262059579,8479.4721542992,21123.7300163953,9081.81409210384,304553.119845319,1021.31879837422
93,0,0,0,0,0.0206738107228189,0.0103503274443374,0.00305663042942129,0.253031924434254,1.55715551347051,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879019842,3.8603901554067,1.18457885909365,88.2131035864579,59.3816064177831,0.0206144004782135,0.707255274227128,0.249057527320676,0.0887818609994738,0.313277318950639,0.156863810568757,0.0463344383768371,3.83609636702805,2.54544883895639,0,0,0,0,3.6031474068641e-08,1.99262298555866e-08,1.05758395628312e-08,3.04774459474446e-07,3.47690693832413e-06,5.69313913202768e-08,3.31591037672147e-07,9.32894588450929e-07,1.15117802673317e-06,1.92669884603474e-06,1.3888734465251e-06,1.63174160831191e-06,2.72036176304938e-06,-5.91356112033116e-07,3.3591847178765e-08,8.82302990973917e-07,4.33289748025114e-07,2.32503802291616e-07,5.4599723995752e-07,3.0199086572148e-07,1.60315614799429e-07,4.62054027122037e-06,3.12703122692681e-06,0.00750748109758419,0.0415751720359424,0.124475852386268,0.15835040583907,0.478796145868993,0.351765457403463,0.434152207783804,0.498919689722393,0.493500557366447,0.00762418438861889,0.042882501711771,0.12529978497447,0.157424440373334,0.0108924754008658,0.00792037908027352,0.00945091750405693,0.0125079948357526,0.0121680639096964,0.00080386892325612,0.00470964707108416,0.0131427071467773,0.016189805243168,0.000579447051345126,0.000420035823790505,0.000498452485389258,0.000719992347970822,0.000684033199180818,0.00164629609199466,0.00920169563755441,0.027529100333392,0.0350457768264284,23515.691807812,17413.6584402979,22367.1404088507,21425.6318287407,201047.31724799,230753.605786684,1234778.49687565,3876192.19333835,5053328.21035839,7002822.9515054,5187332.43462059,6668398.77834064,6373739.77210711,6497674.49965914,7779.18345883508,43389.8797145094,129529.580063531,164687.127254491,173.426231186147,125.788888595273,150.588951816261,188.656677439274,192.873707983077,2295.23437345305,408.642168175223,4297.92711445993,1876.16264701216,8479.47228513033,21123.7303386535,9081.81422538002,304553.124999516,1021.31881546317
94,0,0,0,0,0.0206738057047774,0.0103503201369698,0.00305662606977533,0.253031474613313,1.37502237699164,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.6339487915734,3.86039016060253,1.1845788626676,88.2131039796419,59.5546327049454,0.0206143969965481,0.707255171116275,0.249057484363385,0.0887818442713924,0.313277264914931,0.156863782985463,0.0463344295061533,3.83609584280583,2.55455510920897,0,0,0,0,2.88376803539908e-08,1.58323648115601e-08,8.0833964046253e-09,2.48779037236494e-07,2.37130183147376e-06,4.07938026498808e-08,2.37599310987662e-07,6.68459295510923e-07,8.24868813994829e-07,1.3805630033963e-06,9.95187863449989e-07,1.16921340065358e-06,1.94925712588335e-06,-2.05013005552822e-07,2.70142898520699e-08,7.19404188877573e-07,3.46797777668991e-07,1.80745169287014e-07,4.36987256086169e-07,2.39946649483474e-07,1.22533653881952e-07,3.77162656139356e-06,2.57356072579711e-06,0.00614663607392503,0.0340390403777366,0.101912712754775,0.129646988676975,0.392007078935419,0.288002628596707,0.355455526052266,0.40848299801598,0.404046896282085,0.0062421996649481,0.0351094813997315,0.102587533376804,0.128889162623527,0.00891854095641096,0.00648504485128554,0.00773821197722777,0.0102414257105121,0.0099624174346882,0.000658164550113145,0.00385619224870786,0.010760508663471,0.0132552188527695,0.000474560758219645,0.000343979115730528,0.000408142661451494,0.000590741785482261,0.000560900130741964,0.00134787536088091,0.00753372305777494,0.0225389565261253,0.0286931004191604,23515.7768459858,17413.71274371,22367.1914697659,21425.683109238,177531.876340598,230753.60880181,1234778.51384798,3876192.24355562,5053328.27392952,7002822.9551238,5187332.4452522,6668398.80758058,6373739.80931674,6521190.03221277,7779.18360316077,43389.8805679574,129529.582443305,164687.130188091,173.426336108939,125.788964434094,150.589042050448,188.656802145053,192.873832047475,2295.23440098275,408.64217334102,4297.92716553962,1876.16266864012,8479.47239224615,21123.7306024971,9081.81433449765,304553.129219443,1021.3188294545
95,0,0,0,0,0.0206738015963454,0.0103503141542088,0.00305662250040454,0.253031106331887,1.19288875917866,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879269913,3.86039016485651,1.18457886559369,88.2131043015529,59.727659505143,0.0206143941459916,0.707255086695956,0.249057449192809,0.0887818305755512,0.313277220674083,0.156863760402093,0.0463344222434263,3.83609541360729,2.56366147360061,0,0,0,0,2.31357030542578e-08,1.26172003569129e-08,6.20586375613051e-09,2.0314659129249e-07,1.59578449738007e-06,2.92306061223495e-08,1.70250661210234e-07,4.78981342916315e-07,5.91055842757108e-07,9.89235883980112e-07,7.13097155813706e-07,8.37794331335024e-07,1.39673119023537e-06,6.69118871169071e-08,2.17675174024679e-08,5.86875199742335e-07,2.78238091177823e-07,1.41093900799882e-07,3.50583259561706e-07,1.91219460998406e-07,9.40728243751624e-08,3.07981780755812e-06,2.11688625796476e-06,0.00503246882146577,0.0278689688723002,0.0834395502322133,0.106146584972156,0.320950098018576,0.235797964557661,0.291024040448912,0.334439576969324,0.330808061753232,0.0051107205425065,0.0287454375796201,0.0839922205694499,0.105526336654758,0.00730227829898399,0.00530979032847195,0.00633584713228891,0.00838551622433336,0.00815660812864927,0.00053886995821912,0.00315739723557177,0.00881010351731038,0.0108525656565941,0.000388657738627514,0.00028169248237894,0.000334193236970006,0.000484689104612974,0.000459934895729428,0.0011035485756138,0.00616809950739278,0.0184533630423894,0.023491957058117,23515.8464694542,17413.7572036463,22367.2332749639,21425.7250942277,154016.334182841,230753.611270392,1234778.52774378,3876192.28467015,5053328.32597728,7002822.95808637,5187332.45395671,6668398.83152033,6373739.83978158,6544705.64940436,7779.18372132644,43389.881266746,129529.584391724,164687.132589934,173.426422038964,125.789026540207,150.589115935463,188.656904463192,192.873933778883,2295.23442352223,408.642177570442,4297.92720736025,1876.16268634765,8479.47247994543,21123.7308185146,9081.81442383585,304553.132674448,1021.3188409097
96,0,0,0,0,0.0206737982326402,0.0103503092559414,0.00305661957805411,0.253030804809057,1.01075475477026,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879362079,3.86039016833937,1.18457886798937,88.2131045651108,59.9006867144814,0.0206143918121461,0.707255017578231,0.249057420397489,0.088781819362311,0.313277184452629,0.156863741912336,0.0463344162971901,3.83609506220802,2.57276791469273,0,0,0,0,1.86018855543733e-08,1.00827307788201e-08,4.78554159465913e-09,1.65938315408631e-07,1.05329910908657e-06,2.09451327915013e-08,1.21992773326817e-07,3.4321313044423e-07,4.23519890826858e-07,7.08835009679899e-07,5.10968354476441e-07,6.00319868503799e-07,1.00082511334218e-06,2.13802652606887e-07,1.75710457018837e-08,4.78972416205237e-07,2.23721194201884e-07,1.10582828733966e-07,2.81880778094441e-07,1.52808465868061e-07,7.25426474548771e-08,2.51572196061474e-06,1.74048566961204e-06,0.0041202647762355,0.0228173357586937,0.0683149865331081,0.086906059569203,0.262773493923188,0.193056350522427,0.238271940414982,0.273817868784773,0.27084491999726,0.0041843397663837,0.0235349759772031,0.0687676001519178,0.0863983907697488,0.00597889285323489,0.00434750012921518,0.00518760191103556,0.00686588314016691,0.00667818718173824,0.000441198279629465,0.00258523554413459,0.00721322656762115,0.00888542684017598,0.000318302981441001,0.00023068339650207,0.000273641034137205,0.000397672011564719,0.000377145933427104,0.000903510197917825,0.00505001857630198,0.0151083532371062,0.0192336098655655,23515.9034723957,17413.7936044046,22367.2675022,21425.759468675,130500.70912811,230753.613291501,1234778.53912072,3876192.31833195,5053328.36859048,7002822.96051199,5187332.4610834,6668398.85112062,6373739.86472419,6568221.33589177,7779.18381807371,43389.8818389017,129529.585986972,164687.134556407,173.426492413767,125.789077399965,150.589176433153,188.656988411929,192.874017197846,2295.23444197605,408.642181033218,4297.92724160018,1876.16270084537,8479.4725517477,21123.7309953751,9081.81449697994,304553.135503183,1021.31885028846
97,0,0,0,0,0.0206737954786664,0.0103503052455806,0.00305661718543792,0.25303055794337,0.828620443359211,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879437539,3.86039017119089,1.18457886995078,88.2131047808934,60.0737142466588,0.020614389901349,0.707254960989247,0.249057396821802,0.0887818101816582,0.313277154796918,0.156863726774156,0.0463344114288083,3.8360947745056,2.58187441810629,0,0,0,0,1.49863284164082e-08,8.07781823478704e-09,3.7064210168838e-09,1.35583938680689e-07,6.75408974771798e-07,1.50082588111403e-08,8.74140609851154e-08,2.45929760406137e-07,3.03473661230474e-07,5.07916535825442e-07,3.66134959673615e-07,4.3015988925688e-07,7.17142478831855e-07,2.82402265035201e-07,1.42063588261913e-08,3.91060941644453e-07,1.80243721139103e-07,8.70015848987041e-08,2.27093004377898e-07,1.22423121101087e-07,5.61846073308886e-08,2.05553369880442e-06,1.43051762773068e-06,0.0033734142908823,0.0186814029457988,0.0559320248498144,0.0711532290366238,0.215142455291337,0.158062430057013,0.195082116756232,0.224184936698006,0.221751057775471,0.00342588022346661,0.0192689928964536,0.0563026841626876,0.0707376898697113,0.00489532343162666,0.0035595908757008,0.00424743633237333,0.0056216100216344,0.00546778135315746,0.000361230234592238,0.00211675918374124,0.00590579790336114,0.00727485959337102,0.000260682802722348,0.000188910333257006,0.00022405935925007,0.000326274688879175,0.000309260590249983,0.000739732555851744,0.00413461093981632,0.0123696896621105,0.0157471685620134,23515.9501425195,17413.8234068653,22367.2955251303,21425.7876121417,106985.016202965,230753.614946248,1234778.54843539,3876192.34589195,5053328.40347928,7002822.96249796,5187332.46691829,6668398.86716803,6373739.88514556,6591737.07911388,7779.18389728484,43389.8823073728,129529.587293067,164687.136166428,173.426550048876,125.789119049668,150.58922596892,188.657057288528,192.874085601025,2295.2344570848,408.642183868314,4297.92726963353,1876.16271271513,8479.47261053459,21123.7311401767,9081.81455686539,304553.137819169,1021.31885796718
98,0,0,0,0,0.0206737932239002,0.010350301962175,0.00305661522653022,0.253030355826991,0.646485892984065,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.6339487949932,3.86039017352551,1.18457887155665,88.2131049575611,60.2467420288491,0.0206143883369169,0.707254914657995,0.249057377519618,0.0887818026651579,0.313277130516819,0.156863714380033,0.046334407442905,3.83609453895415,2.59098097192515,0,0,0,0,1.2095249337959e-08,6.48659013322044e-09,2.88291574164631e-09,1.10810112661995e-07,4.13786881003828e-07,1.07542540768831e-08,6.26370476119647e-08,1.76222382739789e-07,2.17455795477883e-07,3.63950512159269e-07,2.62356110185903e-07,3.08233541405874e-07,5.13872631182055e-07,3.0341643331973e-07,1.15025283714323e-08,3.1939456955072e-07,1.45476558840604e-07,6.86974215869195e-08,1.83283491541394e-07,9.830733689474e-08,4.37013437077713e-08,1.67994890041659e-06,1.17543493869147e-06,0.00276194442464773,0.0152951853112746,0.0457937065751861,0.0582558936696706,0.176145432299289,0.12941181164291,0.159721256148205,0.183548893586533,0.181556286836113,0.00280490414173103,0.0157762902033549,0.0460972424789935,0.0579157532469151,0.00400811990357667,0.00291446790901208,0.00347764987675904,0.0046028122028774,0.00447679170826714,0.000295756983855799,0.00173317898753991,0.00483535341423941,0.00595623151873163,0.000213492586004309,0.00015470125671329,0.000183460981231809,0.000267694083308763,0.000253595647361454,0.000605642194584778,0.00338513537566468,0.0101274520555165,0.0128926997344505,23515.9883528108,17413.8478070705,22367.3184683726,21425.8106540763,83469.2677100913,230753.616301043,1234778.55606161,3876192.36845622,5053328.43204386,7002822.96412397,5187332.47169551,6668398.88030658,6373739.90186522,6615252.86878651,7779.18396213832,43389.8826909484,129529.588362418,164687.137484608,173.426597250253,125.789153156955,150.589266528799,188.657113798506,192.874141691482,2295.23446945483,408.642186189506,4297.92729258535,1876.16272243329,8479.4726586653,21123.7312587303,9081.81460589552,304553.139715347,1021.31886425401
99,0,0,0,0,0.0206737913778505,0.0103502992739502,0.0030566136227131,0.253030190348246,0.464351164051272,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879549902,3.86039017543694,1.18457887287142,88.2131051022042,60.4197699974206,0.0206143870560644,0.70725487672506,0.249057361716279,0.0887817965111499,0.313277110637896,0.156863704232553,0.0463344041795137,3.83609434610028,2.60008756615791,0,0,0,0,9.77773464738544e-09,5.21981012990826e-09,2.25167954817264e-09,9.05830529457192e-08,2.34255299724725e-07,7.70607315422568e-09,4.48832311020138e-08,1.26273990096983e-07,1.55820222935312e-07,2.60792543438826e-07,1.87994013562282e-07,2.20867966409821e-07,3.68220849876315e-07,2.96773502720548e-07,9.32531775657296e-09,2.60940775600109e-07,1.17605705851583e-07,5.44295497933786e-08,1.48165394674474e-07,7.91087031105252e-08,3.41326196718219e-08,1.37329516600107e-06,9.65635540693009e-07,0.00226131456335904,0.0125227810469329,0.0374931423907512,0.0476964342877839,0.144217326326272,0.105954637093029,0.130770192732453,0.150278863651007,0.148647486005971,0.00229649015216713,0.012916696899095,0.0377417044128177,0.0474180032441328,0.00328170132931267,0.00238625866978723,0.00284737003115414,0.00376863803977958,0.00366543454107118,0.000242151215824223,0.00141911014027679,0.00395893701952752,0.00487662382911241,0.000174844624610517,0.000126686707817657,0.000150218500173925,0.000219629925011578,0.000207950999039994,0.000495858560835846,0.00277151818453203,0.0082916676646437,0.0105556640418627,23516.0196367949,17413.8677842985,22367.3372527432,21425.8295192576,59953.4737221679,230753.617410256,1234778.56230545,3876192.3869303,5053328.4554306,7002822.96545526,5187332.47560679,6668398.89106354,6373739.91555416,6638768.69648966,7779.18401523662,43389.8830050132,129529.589237939,164687.138563848,173.426635906588,125.789181087595,150.589299739104,188.657160161914,192.874187685701,2295.23447958257,408.642188089947,4297.92731137675,1876.16273038985,8479.47269807149,21123.7313557941,9081.81464603808,304553.141267814,1021.31886940126
100,0,0,0,0,0.0206737898664304,0.0103502970730167,0.00305661230961835,0.253030054865709,0.282216315299638,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143860073886,0.707254845668126,0.249057348777569,0.0887817914726626,0.313277094362372,0.156863695924479,0.0463344015076685,3.83609418820446,2.60919419216031,0,0,0,0,7.91578347218387e-09,4.20845916177581e-09,1.76567315327748e-09,7.40626874099277e-08,1.12610639034804e-07,5.52191614040933e-09,3.21618330498234e-08,9.04837483469858e-08,1.11655597709562e-07,1.86875277092993e-07,1.34710268300358e-07,1.58266651326521e-07,2.63854864543199e-07,2.75206435577663e-07,7.56892129378309e-09,2.13241696564613e-07,9.5212674256853e-08,4.32627027610968e-08,1.19950607111188e-07,6.37812087523953e-08,2.67653861622655e-08,1.12283675109984e-06,7.93156614389157e-07,0.00185143316157814,0.0102529265415572,0.0306972096137278,0.0390510730175732,0.118076781868277,0.0867495107099603,0.107067047041226,0.123039638982858,0.121703975094837,0.00188023486120792,0.0105754534509419,0.0309007500308409,0.0388231496361769,0.00268693325837158,0.00195377816739331,0.00233131779336341,0.00308563622580456,0.00300114323554267,0.000198261899069686,0.00116195617956359,0.00324137983902736,0.00399271127669269,0.000143192832110903,0.000103745143667048,0.000122999304543218,0.000180194708021195,0.000170522752347474,0.000405974988142497,0.00226912904398679,0.0067886489166608,0.00864225390604891,23516.0452499762,17413.8841402819,22367.3526320935,21425.8449647741,36437.6424859459,230753.618318405,1234778.56741747,3876192.40205563,5053328.47457808,7002822.96654524,5187332.4788091,6668398.89987062,6373739.92676176,6662284.55532962,7779.18405871042,43389.8832621637,129529.589954762,164687.139447459,173.426667564688,125.78920396005,150.589326931486,188.657198200292,192.87422540108,2295.23448787448,408.642189645904,4297.92732676187,1876.16273690415,8479.47273033461,21123.7314352633,9081.81467890407,304553.142538873,1021.31887361549
101,0,0,0,0,0.0206737889858888,0.0103502966197464,0.00305661216225044,0.253030046002122,0.282216305044068,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143851488032,0.707254820240795,0.249057338184223,0.0887817873474879,0.313277081019221,0.156863689054951,0.046334399273756,3.83609405382693,2.60919409734378,0,0,0,0,6.41676064411198e-09,3.39892181565313e-09,1.38983818185668e-09,6.05657403800428e-08,8.93651558019047e-08,3.95686275652339e-09,2.3046340462341e-08,6.48383214813333e-08,8.00095229446156e-08,1.33910006099702e-07,9.65299055627177e-08,1.13409802378339e-07,1.89071594006699e-07,1.97205837177398e-07,6.14964377595519e-09,1.7430278416386e-07,7.7183818979859e-08,3.44888495304518e-08,9.72353952900711e-08,5.15122835992466e-08,2.10682002902998e-08,9.18214576523295e-07,6.48524725611715e-07,0.00151585030218602,0.00839452491121138,0.0251331646396424,0.0319728424783746,0.0966746913522108,0.0710256664212379,0.0876605323130479,0.100738020251522,0.0996444631364219,0.00153943293931367,0.00865860018684846,0.0252998353027744,0.0317862600342902,0.00219995895611086,0.00159967909819372,0.00190879352255682,0.00252641439077265,0.00245723913816735,0.000162327852060871,0.000951403106535056,0.00265388703563559,0.00326902114643757,0.000117270875315934,8.49580250363966e-05,0.000100712135359608,0.000147839576448827,0.000139830801038794,0.000738359543212805,0.00412693671616271,0.0123467303640351,0.0157179403479891,23516.0666262726,17413.8998005709,22367.3720123033,21425.8662526646,36437.6645421287,230753.61865596,1234778.56933372,3876192.40765057,5053328.48161247,7002822.96703168,5187332.4791618,6668398.90029261,6373739.92729563,6662284.55587352,7779.18409430425,43389.8834727138,129529.590541654,164687.140170902,173.426693491415,125.789222690291,150.589349196365,188.657229408269,192.874256327764,2295.23449466334,408.642190919819,4297.92733935817,1876.16274223762,8479.47275674947,21123.7315003273,9081.81470581252,304553.143579534,1021.31887706582
102,0,0,0,0,0.0206737882649003,0.0103502962486082,0.00305661204158541,0.253030038744604,0.282216296646794,94171.9381847057,530422.175616165,1550979.75997733,1949108.04394641,7.63394879591315,3.86039017700188,1.18457887394787,88.2131052206279,60.5927980918348,0.0206143844457924,0.707254799420864,0.249057329510379,0.0887817839697898,0.313277070093832,0.156863683430173,0.0463343974446258,3.83609394379841,2.60919401970788,0,0,0,0,5.20756131462338e-09,2.74931173019301e-09,1.0979119212437e-09,4.9535033852489e-08,7.11346872357048e-08,2.8352288663401e-09,1.65134991438879e-08,4.64588973690952e-08,5.73295873506584e-08,9.59511456796741e-08,6.91670122410229e-08,8.126204147437e-08,1.35476329131953e-07,1.41304795384762e-07,5.00095931388931e-09,1.425011116351e-07,6.26402306238572e-08,2.75689276356913e-08,7.8911979269372e-08,4.16671324701311e-08,1.66429650299069e-08,7.50982153384485e-07,5.30346047659271e-07,0.00124107502707272,0.0068728654910185,0.0205773241200564,0.0261771866834189,0.0791506573286128,0.0581509811007722,0.0717704762279996,0.0824774491730033,0.081582126579716,0.00126038389577959,0.0070890782364329,0.0207137992777157,0.0260244461227989,0.0018012108313432,0.00130973300086573,0.00156281915946822,0.00206850440930827,0.00201187050022981,0.000132904666332096,0.000778991624183057,0.00217284299558088,0.0026764612553278,9.60398259020608e-05,6.95718183327854e-05,8.24618861867925e-05,0.000121291430431551,0.000114660819382169,0.00101051604646299,0.00564810980335329,0.0168976879474197,0.0215115130358833,23516.0841291863,17413.9126232171,22367.3878808209,21425.8836831948,36437.6826017385,230753.618932351,1234778.57090275,3876192.4122317,5053328.48737223,7002822.96742999,5187332.4794506,6668398.90063815,6373739.92773278,6662284.55631888,7779.18412344885,43389.8836451228,129529.591022205,164687.140763259,173.426714726088,125.789238029714,150.589367428122,188.657255014291,192.874281689694,2295.23450022207,408.642191962905,4297.92734967203,1876.16274660466,8479.47277837798,21123.7315536018,9081.81472784517,304553.14443163,1021.31887989096
